vendor_id,vendor_name_ar,cr_number,vat_number,city,contact_person_ar,contact_email,contact_phone,iban,status,last_updated
V00145,شركة السلمي للإعلام والتواصل,5606451614,340958381446803,تبوك,إبراهيم العامري,saad.alarjani@vendor21.sa.example,+966532344492,SA1960984772581935752035,نشط,2025-05-25
V00146,مؤسسة الغامدي لإدارة المشاريع,4652046370,378860995842313,ينبع,نايف السواط,saad.alhosawy@vendor17.sa.example,+966536732369,SA4468033415954652323320,نشط,2025-03-08
V00147,شركة مساهمة القرشي للطباعة والنشر,4030336126,383042987455203,جدة,سلمى الشهري,hassan.aljohani@vendor6.sa.example,+966513029845,SA7483487707481536674617,نشط,2024-12-07
V00148,مصنع السديري للتجهيزات الطبية,3406329701,364050943613573,بريدة,رند الرويلي,eman.almasoud@vendor24.sa.example,+966532752478,SA1410496303648170686696,نشط,2024-05-13
V00149,مصنع السلمي للمقاولات,4032743231,397021379524103,الطائف,أنس الجهني,hassan.alamri@vendor26.sa.example,+966593082320,SA9237237401339833170089,نشط,2024-10-29
V00150,مؤسسة القحطاني للتجهيزات الطبية,1010784442,304098803552353,الرياض,أنس الحوساوي,marwa.altamimi@vendor5.sa.example,+966515219467,SA5504502045532693417054,نشط,2025-11-29
V00151,مجموعة الشمري للتجهيزات الطبية,2050904615,325329920736973,الدمام,كريم العنزي,kareem.albalawi@vendor22.sa.example,+966579272165,SA6523101345398966842892,نشط,2025-06-17
V00152,مصنع المرواني للاتصالات,4030498233,338589659211733,جدة,لؤي العامري,ibtisam.alrashidi@vendor30.sa.example,+966565597087,SA0930969149929329651463,نشط,2024-06-27
V00153,مكتب المالكي للإعلام والتواصل,5854163709,305312438436613,خميس مشيط,زينب السديري,bashayir.alfaifi@vendor15.sa.example,+966572486926,SA2183247968628403676667,نشط,2024-04-27
V00154,شركة الشريف للخدمات البيئية,6906941314,365509377376,عرعر,سامي القحطاني,nawaf.alruwaily@vendor23.sa.example,+966563057188,SA1486368258750746640404,نشط,2024-05-18
V00155,مختبرات الغامدي لإدارة المشاريع,6006222815,377275882808573,جازان,ناصر المقرن,heba.alghamdi@vendor30.sa.example,+966512947771,SA1914006638476400619893,نشط,2024-10-27
V00156,مجموعة اليامي للتطوير البرمجي,3206817150,374881263388013,حائل,تالا الأسمري,kareem.alruwaily@vendor9.sa.example,+966558805629,SA1119803012074996048257,نشط,2025-05-27
V00157,مصنع الجهني للبنية التحتية,2051452204,365033390809073,الجبيل,أيمن الدوسري,saad.alanazi@vendor1.sa.example,+966505843974,SA8262261267689888009638,نشط,2025-10-16
V00158,مركز البلوي للصناعات الغذائية,2050188901,341168099261673,الدمام,عبدالله الحربي,areej.alhosawy@vendor2.sa.example,+966502395071,SA3035374008383423094823,نشط,2024-06-16
V00159,مؤسسة المسعود للإعلام والتواصل,4030439123,307119924917473,جدة,جاسم المسعود,bashayir.alhosawy@vendor5.sa.example,+966555507600,SA5202212795927506465547,نشط,2026-03-24
V00160,شركة مساهمة السهلي للتطوير البرمجي,7106656860,364851903748113,سكاكا,لمى الجهني,badr.alghamdi@vendor7.sa.example,+966538880573,SA5085614961628694249977,نشط,2024-09-21
V00161,مؤسسة العتيبي للتسويق الرقمي,4650403430,330865272492613,المدينة المنورة,رؤيا العتيبي,alanoud.alyami@vendor14.sa.example,+966561551686,SA0882519799011789845164,نشط,2024-08-09
V00162,شركة مساهمة الحوساوي للإعلام والتواصل,6006826797,347146165361313,جازان,زينب الرشيدي,abdulrahman.alzahrani@vendor1.sa.example,+966515754467,SA8854555705296945044553,نشط,2025-03-30
V00163,مصنع الشهراني للبنية التحتية,4650381875,320351037191,المدينة المنورة,وفاء الحربي,anwar.almugrin@vendor18.sa.example,+966567007448,SA7771946059256761655389,نشط,2025-02-04
V00164,مركز الغامدي للبنية التحتية,7106602719,359890465741003,سكاكا,زينب الزياني,dima.alomari@vendor15.sa.example,+966525980446,SA1061076472255156200855,نشط,2025-04-28
V00165,شركة الرويلي للاستشارات,6006773293,378664249019293,جازان,غانم القرني,areej.alarjani@vendor14.sa.example,+966540196571,SA3727336371113272121908,نشط,2024-10-01
V00166,مؤسسة المطيري للتطوير البرمجي,3406129593,364725427603213,بريدة,لطيفة الهاجري,aljawharah.alqahtani@vendor22.sa.example,+966505356031,SA1804356524540273139323,نشط,2025-09-09
V00167,مجموعة المسعود للتعليم والتدريب,6506322656,388242689888783,نجران,رهف اليامي,ayman.alzahrani@vendor18.sa.example,+966539942115,SA2775442313170544302604,نشط,2021-04-30
V00168,مصنع السهلي لتقنية المعلومات,4652986793,373569731831,ينبع,رامي الزهراني,jasem.alashmari@vendor25.sa.example,+966521827500,SA6091964822698454014188,نشط,2025-01-19
V00169,شركة مساهمة الربيعي لتقنية المعلومات,4650409145,382681622375563,المدينة المنورة,هبة المرواني,luay.alasiri@vendor11.sa.example,+966529555211,SA2492030699933930294188,نشط,2025-09-08
V00170,مكتب العرجاني للتعليم والتدريب,6506732961,313742331052593,نجران,أمل العسيري,rand.alshahrani@vendor22.sa.example,+966534411735,SA0478860421654830268137,نشط,2024-05-15
V00171,مختبرات الثبيتي للخدمات البيئية,2050857961,354344357554633,الدمام,منى السواط,sara.alqahtani@vendor1.sa.example,+966555335303,SA3612245446449899294879,نشط,2025-12-23
V00172,مختبرات العامري للصناعات الغذائية,3406897043,344271953436723,بريدة,غدير الصاعدي,abdulkarim.alkhaldi@vendor26.sa.example,+966588064337,SA1690456559093702961039,نشط,2025-06-02
V00173,مصنع العوفي للأمن السيبراني,4650492654,321812679940953,المدينة المنورة,مروة الهاجري,nadia.alghamdi@vendor20.sa.example,+966537462319,SA6781426785212127773010,نشط,2025-12-18
V00174,مجموعة العتيبي للتعليم والتدريب,1010967044,337953253898893,الرياض,أنوار العسيري,sultan.alomari@vendor17.sa.example,+966535607337,SA7415505215648656970342,نشط,2025-02-22
V00175,مؤسسة السهلي للاتصالات,7106809015,369091611934933,سكاكا,صقر السهلي,asma.alswat@vendor10.sa.example,+966563767865,SA5585257643529738338932,نشط,2026-02-08
V00176,مجموعة الزهراني لإدارة المشاريع,7106505924,393879093722683,سكاكا,رنا الدوسري,abdulrahman.aldosari@vendor13.sa.example,+966525579797,SA5957604610162497687715,نشط,2024-05-28
V00177,مختبرات البلوي للمستشفيات,6906489508,381863315016053,عرعر,معاذ العامري,khalid.aldosari@vendor24.sa.example,+966527209376,SA12204744616945324099,نشط,2025-10-23
V00178,مصنع الزبيدي للبنية التحتية,5606737885,318237458540023,تبوك,عبدالوهاب السواط,khalid.alqarni@vendor28.sa.example,+966523599277,SA2463010042995036944831,نشط,2025-09-25
V00179,مركز التميمي للتسويق الرقمي,3406616162,308985248315253,بريدة,خالد الهاجري,areej.aldosari@vendor15.sa.example,+966556939141,SA0448655137869968588552,نشط,2024-05-28
V00180,شركة القحطاني للتسويق الرقمي,4650023384,347363381207163,المدينة المنورة,مروة السلمي,ibtisam.alhosawy@vendor18.sa.example,+966570002009,SA9476929499345390148410,نشط,2026-01-13
V00181,شركة مساهمة الحميدي للإعلام والتواصل,3406210033,376270480633473,بريدة,سلطان الحميدي,asma.almutairi@vendor11.sa.example,+966510680438,SA1604011135662308093484,نشط,2025-10-09
V00182,مكتب الشهراني للتجهيزات الطبية,4030051475,387879049264043,جدة,نادية الغامدي,badr.alyami@vendor9.sa.example,+966573146792,SA1459877258859744751080,نشط,2024-04-27
V00183,مكتب الجهني للصناعات الغذائية,3406963119,335914599038793,بريدة,فهد الزبيدي,ruya.alhazmi@vendor12.sa.example,+966530676492,SA8038812937459716887091,نشط,2024-12-11
V00184,مختبرات الهاجري للخدمات البيئية,3406643673,354658135524343,بريدة,هيفاء القرني,hamza.alamri@vendor30.sa.example,+966584387887,SA9528687954254278143042,نشط,2024-07-18
V00185,شركة الشهري للتطوير البرمجي,5606182448,362424366226,تبوك,عمر السهلي,rahaf.aldosari@vendor1.sa.example,+966542365937,SA5901849059549297944548,نشط,2024-06-27
V00186,مؤسسة الشريف للإعلام والتواصل,5606694505,395511517322203,تبوك,سعد الزبيدي,anwar.alshahrani@vendor1.sa.example,+966531329663,SA7516730692071902178862,نشط,2024-11-22
V00187,مكتب المسعود للمستشفيات,4650554222,375105391028393,المدينة المنورة,راشد الخالدي,saleh.alzubaidi@vendor16.sa.example,+966591447746,SA5751177385399391465913,نشط,2025-05-14
V00188,مكتب العنزي للتطوير البرمجي,1010837123,398797947467733,الرياض,عبدالعزيز السلمي,ayman.almalki@vendor27.sa.example,+966598164671,SA9143485493440215212364,نشط,2025-05-02
V00189,مكتب المسعود للمقاولات,4650331349,364535186813873,المدينة المنورة,رنا الخالدي,sami.alhazmi@vendor15.sa.example,+966563496424,SA4428055783861396894908,نشط,2026-01-13
V00190,شركة الفيفي للأعمال العقارية,3206334404,382027530319223,حائل,راشد العرجاني,rashed.almarwani@vendor20.sa.example,+966557225459,SA8085579406364988409101,نشط,2025-05-26
V00191,شركة مساهمة السديري للإعلام والتواصل,4650615372,365603279939473,المدينة المنورة,حسن القحطاني,heba.alarjani@vendor19.sa.example,+966562395688,SA8819382555694976716623,نشط,2025-05-14
V00192,مكتب السلمي للخدمات المالية,2050754917,338430043371373,الدمام,لين الحازمي,eman.alsubaie@vendor17.sa.example,+966591773802,SA9858428875729086219065,نشط,2026-02-04
V00193,مختبرات الأسمري للطباعة والنشر,4031812223,349961334542633,مكة المكرمة,حسين المالكي,shaima.almugrin@vendor11.sa.example,+966560887282,SA8039013510714172314393,نشط,2024-07-11
V00194,مؤسسة الفيفي للأعمال العقارية,3406569717,319730104992823,بريدة,مشعل السبيعي,abdulaziz.alharbi@vendor14.sa.example,+966515115066,SA9568502204985680338846,نشط,2026-01-04
V00195,مختبرات الربيعي للطباعة والنشر,4030586342,383234890515843,جدة,العنود السواط,haifa.alaufi@vendor11.sa.example,+966533683649,SA4468507877843434825445,نشط,2025-05-03
V00196,مختبرات الجهني للصناعات الغذائية,3406576703,370038037459563,بريدة,سعد البلوي,saad.alashmari@vendor16.sa.example,+966557580881,SA2491252119518930104103,نشط,2024-11-16
V00197,شركة السديري لإدارة المشاريع,6506932116,374166486754493,نجران,حنان الزهراني,maha.almugrin@vendor3.sa.example,+966523381035,SA2244584714289192905950,نشط,2025-03-08
V00198,مركز الزهراني للأمن السيبراني,6506712727,309636162881923,نجران,أحمد التميمي,jawaher.alqurashi@vendor23.sa.example,+966559870356,SA8785604411966287122431,نشط,2024-09-15
V00199,مصنع الجهني للمقاولات,1010044805,318523547079673,الرياض,مروة المطيري,basel.almalki@vendor26.sa.example,+966561878503,SA3880082499356921789968,نشط,2025-08-21
V00200,مصنع السلمي للطباعة والنشر,4031294626,333727753133893,مكة المكرمة,سحر العامري,yousef.alqurashi@vendor29.sa.example,+966543266698,SA1912912612652774619324,نشط,2026-01-14
V00201,مصنع الشريف للاستشارات,2050036060,317371951733823,الدمام,منصور الشهراني,nadia.alziyani@vendor28.sa.example,+966593575737,SA4829503242906594928226,نشط,2026-02-25
V00202,مكتب المسعود للمستشفيات,4031729216,384470991204913,مكة المكرمة,صقر الهاجري,safaa.alarjani@vendor28.sa.example,+966544748537,SA4357459492838249449206,نشط,2026-02-23
V00203,مكتب الحازمي لإدارة المشاريع,7106828618,362793968079573,سكاكا,عبدالرحمن السديري,musaid.alshehri@vendor8.sa.example,+966572886665,SA8060502482286749600613,نشط,2025-04-11
V00204,مكتب العنزي للأمن السيبراني,2051046069,389038418818153,الجبيل,حنان الزهراني,saqr.alzubaidi@vendor3.sa.example,+966508333717,SA2722465977770369365469,نشط,2026-05-22
V00205,مصنع الخالدي للخدمات اللوجستية,4652582441,352901154525353,ينبع,أيمن الخالدي,khalid.alhosawy@vendor3.sa.example,+966581872407,SA9767634313587205845656,نشط,2024-11-20
V00206,مؤسسة السلمي للأمن السيبراني,7106034103,357027276041903,سكاكا,مساعد الجهني,sahar.alotaibi@vendor2.sa.example,+966535734751,SA6078597723263097912608,نشط,2025-04-10
