invoice_no,vendor_id,issue_date,currency,subtotal,vat_amount,total_amount,cost_center,approved_by_id,payment_iban
INV-2026-000217,V00132,2025-05-18,SAR,686298.06,102944.71,789242.77,التدقيق الداخلي,1003925656,SA6983478491559387254857
INV-2026-000218,V00806,2026-05-30,SAR,586995.04,88049.26,675044.3,إدارة المخاطر,1572192555,SA4860831811125116556997
INV-2026-000219,V00814,2026-02-19,SAR,70139.96,10520.99,80660.95,الشؤون القانونية,1401579618,SA1838930431031756401361
INV-2026-000220,V00025,2025-03-03,SAR,277119.25,41567.89,318687.14,المالية,1116521228,SA3724075710854076730769
INV-2026-000221,V00544,2026-07-23,SAR,705883.87,105882.58,811766.45,إدارة المخاطر,1155372541,SA6056765176441178578081
INV-2026-000222,V00762,2025-01-06,SAR,742423.26,111363.49,853786.75,إدارة المخاطر,1980819799,SA4416232714541519086936
INV-2026-000223,V00134,2026-02-11,SAR,785249.85,117787.48,903037.33,التدقيق الداخلي,1052208665,SA8372129511677249766934
INV-2026-000224,V01270,2025-06-08,SAR,258886.05,38832.91,297718.96,إدارة المخاطر,1885214849,SA0645224780515410561808
INV-2026-000225,V00997,2025-11-06,SAR,357940.93,53691.14,411632.07,التخطيط والتطوير,1641419237,SA2952293873196664125451
INV-2026-000226,V00220,2026-01-18,SAR,245710.77,36856.62,282567.39,ضبط الجودة,1477441941,SA6092440741906823488451
INV-2026-000227,V00682,2026-01-06,SAR,222272.1,33340.82,255612.92,المالية,1031273731,SA4618359310690291147014
INV-2026-000228,V00226,2026-04-11,SAR,949660.73,142449.11,1092109.84,الشؤون القانونية,1030328551,SA2968225582916634047739
INV-2026-000229,V01219,2026-03-22,SAR,76995.25,11549.29,88544.54,الاتصال المؤسسي,1727549840,SA6376321121747830792517
INV-2026-000230,V00823,2025-09-15,SAR,84471.17,12670.68,97141.85,التخطيط والتطوير,1489304566,SA5442491372738122904537
INV-2026-000231,V00654,2026-01-05,SAR,340769.62,51115.44,391885.06,إدارة المخاطر,1739135182,SA3701718738354906884184
INV-2026-000232,V01377,2026-04-17,SAR,610934.02,91640.1,702574.12,المالية,1561211101,SA6045678273995189920511
INV-2026-000233,V00307,2026-06-01,SAR,750349.93,112552.49,862902.42,التخطيط والتطوير,1302077662,SA4854669724225593210482
INV-2026-000234,V00255,2025-07-19,SAR,502142.69,75321.4,577464.09,المشتريات,1213338104,SA1058008498618410570227
INV-2026-000235,V00711,2025-04-14,SAR,418858.73,62828.81,481687.54,إدارة المخاطر,1282861432,SA5901787210861088559918
INV-2026-000236,V01173,2026-06-06,SAR,640520.47,96078.07,736598.54,الشؤون القانونية,1261456303,SA0431545005033514151186
INV-2026-000237,V00002,2025-01-06,SAR,160635.73,24095.36,184731.09,ضبط الجودة,1175218641,SA3143775205915695784077
INV-2026-000238,V00866,2026-02-07,SAR,383285.69,57492.85,440778.54,المشتريات,1578896399,SA8444632691500599121107
INV-2026-000239,V01235,2026-05-13,SAR,211445.06,31716.76,243161.82,المشتريات,1960557666,SA9040079872291283968695
INV-2026-000240,V00498,2025-10-07,SAR,239289.22,35893.38,275182.6,المشتريات,1090758762,SA9263238039142319136857
INV-2026-000241,V01396,2025-11-03,SAR,439428.96,65914.34,505343.3,إدارة المعرفة,1058263730,SA2734213862600553513447
INV-2026-000242,V01428,2025-06-30,SAR,344711.5,51706.72,396418.22,إدارة المخاطر,1224118982,SA9451328444283705920254
INV-2026-000243,V01135,2025-11-25,SAR,548352.71,82252.91,630605.62,الموارد البشرية,1167674777,SA0412998046022876359274
INV-2026-000244,V00458,2026-04-04,SAR,232571.71,34885.76,267457.47,الشؤون القانونية,1295854549,SA9377633652782348940632
INV-2026-000245,V00233,2025-05-22,SAR,299176.77,44876.52,344053.29,المالية,1557897608,SA5316379238859682596153
INV-2026-000246,V00171,2025-06-26,SAR,536880.79,80532.12,617412.91,إدارة المخاطر,1995069661,SA2595120171868961191235
INV-2026-000247,V00417,2026-06-18,SAR,747030.62,112054.59,859085.21,تقنية المعلومات,1047511660,SA0977133369956420614168
INV-2026-000248,V00644,2026-01-16,SAR,30751.36,4612.7,35364.06,إدارة المخاطر,1045864129,SA9871996392467012195394
INV-2026-000249,V00126,2025-01-14,SAR,451836.37,67775.46,519611.83,الخدمات المساندة,1159866803,SA1741799859086260738278
INV-2026-000250,V01229,2025-09-17,SAR,563814.44,84572.17,648386.61,المالية,1411749102,SA7449728011283560197656
INV-2026-000251,V00314,2026-04-05,SAR,692407.59,103861.14,796268.73,المشتريات,1875427328,SA8055095867581631136021
INV-2026-000252,V00925,2025-01-06,SAR,180404.47,27060.67,207465.14,الاتصال المؤسسي,1278755432,SA5497806945043700183998
INV-2026-000253,V00494,2025-03-23,SAR,742646.46,111396.97,854043.43,تقنية المعلومات,1646372076,SA9037659619057005841867
INV-2026-000254,V00419,2026-04-01,SAR,202676.14,30401.42,233077.56,إدارة المخاطر,1470949205,SA2222562497817950528056
INV-2026-000255,V00667,2025-01-02,SAR,505351.16,75802.67,581153.83,إدارة المعرفة,1881756215,SA6008288995708230849885
INV-2026-000256,V00468,2025-10-27,SAR,710341.99,106551.3,816893.29,التشغيل,1399927621,SA1376250197054317910444
INV-2026-000257,V01037,2025-09-05,SAR,170688.25,25603.24,196291.49,التدقيق الداخلي,1674862097,SA5809213782809641469086
INV-2026-000258,V00845,2025-07-05,SAR,640536.27,96080.44,736616.71,المشتريات,1721484721,SA3934987167689205516320
INV-2026-000259,V00162,2025-01-26,SAR,343281.72,51492.26,394773.98,ضبط الجودة,1527963746,SA5258465519505517444534
INV-2026-000260,V01107,2026-05-22,SAR,138439.89,20765.98,159205.87,إدارة المعرفة,1608196406,SA3127874326486643576713
INV-2026-000261,V00466,2025-07-12,SAR,932942.19,139941.33,1072883.52,إدارة المخاطر,1139372344,SA2378399612963779143858
INV-2026-000262,V00323,2026-03-20,SAR,654593.97,98189.1,752783.07,التدقيق الداخلي,1929858213,SA4023366795878300665079
INV-2026-000263,V00286,2025-09-08,SAR,106971.65,16045.75,123017.4,المشتريات,1689573333,SA5981572672521554419429
INV-2026-000264,V00051,2025-07-15,SAR,489002.19,73350.33,562352.52,الخدمات المساندة,1861303236,SA7281042059345190512399
INV-2026-000265,V00287,2025-06-27,SAR,512479.39,76871.91,589351.3,إدارة المعرفة,1517695183,SA2470669249163969577694
INV-2026-000266,V00989,2026-04-01,SAR,196335.13,29450.27,225785.4,التخطيط والتطوير,1148269895,SA2073641064165277177982
INV-2026-000267,V01280,2024-12-29,SAR,467245.56,70086.83,537332.39,المالية,1060082193,SA0570847921135458907747
INV-2026-000268,V00307,2025-06-26,SAR,233784.41,35067.66,268852.07,الموارد البشرية,1166939114,SA9243088993266532779912
INV-2026-000269,V00455,2026-06-07,SAR,31680.08,4752.01,36432.09,التدقيق الداخلي,1131394460,SA2889604622377518850190
INV-2026-000270,V00599,2025-07-06,SAR,153895.72,23084.36,176980.08,التشغيل,1647642477,SA0667637087379925632982
INV-2026-000271,V00735,2026-03-20,SAR,459804.37,68970.66,528775.03,إدارة المخاطر,1842314807,SA1173141052472917665122
INV-2026-000272,V00118,2026-04-01,SAR,814903.43,122235.51,937138.94,التشغيل,1609947773,SA0645278409000502726038
INV-2026-000273,V01273,2025-02-02,SAR,641439.18,96215.88,737655.06,إدارة المخاطر,1648316378,SA6665076999286469826049
INV-2026-000274,V00033,2025-06-28,SAR,418613.21,62791.98,481405.19,المشتريات,1044144952,SA1516870007697018498857
INV-2026-000275,V01037,2026-06-17,SAR,785372.38,117805.86,903178.24,ضبط الجودة,1351490634,SA3698907602518172833495
INV-2026-000276,V00671,2025-11-24,SAR,822786.11,123417.92,946204.03,الشؤون القانونية,1761259355,SA5359431064516576981713
INV-2026-000277,V00510,2026-06-06,SAR,20859.9,3128.99,23988.89,التشغيل,1798976757,SA9846608486747280171022
INV-2026-000278,V00708,2025-06-22,SAR,86684.5,13002.67,99687.17,الشؤون القانونية,1434053441,SA1255301282496968649693
INV-2026-000279,V00342,2025-02-21,SAR,890648.26,133597.24,1024245.5,الموارد البشرية,1973582271,SA7973322527882504256249
INV-2026-000280,V00395,2025-03-30,SAR,273450.64,41017.6,314468.24,الشؤون القانونية,1229063589,SA1479721523400988979553
INV-2026-000281,V01320,2026-03-04,SAR,62815.21,9422.28,72237.49,الموارد البشرية,1220780124,SA1939816398136333262334
INV-2026-000282,V01428,2025-10-07,SAR,145198.11,21779.72,166977.83,إدارة المعرفة,1130171190,SA4653220488075856530447
INV-2026-000283,V00999,2025-11-18,SAR,503591.29,75538.69,579129.98,المالية,1596298354,SA0645990748321004389647
INV-2026-000284,V00265,2025-06-04,SAR,558147.29,83722.09,641869.38,الخدمات المساندة,1275083192,SA3467904315059714499249
INV-2026-000285,V01389,2026-06-11,SAR,480452.33,72067.85,552520.18,إدارة المعرفة,1387206301,SA9505281131482394997852
INV-2026-000286,V00814,2026-01-30,SAR,10348.42,1552.26,11900.68,المالية,1553074731,SA1697060497535238250657
INV-2026-000287,V00132,2026-04-23,SAR,740767.43,111115.11,851882.54,الشؤون القانونية,1676412586,SA6089581382302798062821
INV-2026-000288,V00047,2026-05-15,SAR,754844.14,113226.62,868070.76,إدارة المخاطر,1344854706,SA3559127494783979374489
INV-2026-000289,V00275,2025-07-11,SAR,81529.36,12229.4,93758.76,التشغيل,1461384339,SA2288824265474408171928
INV-2026-000290,V00017,2025-06-29,SAR,783515.4,117527.31,901042.71,التدقيق الداخلي,1277693246,SA8698039167041462885691
INV-2026-000291,V00057,2025-07-13,SAR,190108.32,28516.25,218624.57,الشؤون القانونية,1041359017,SA2236020317076471368922
INV-2026-000292,V01082,2025-08-15,SAR,66973.84,10046.08,77019.92,الموارد البشرية,1138023054,SA8470520056744938920245
INV-2026-000293,V01398,2026-05-25,SAR,788537.04,118280.56,906817.6,المشتريات,1951263159,SA4837251601260959808077
INV-2026-000294,V00576,2025-09-23,SAR,738627.74,110794.16,849421.9,تقنية المعلومات,1636804328,SA3969006103249229792142
INV-2026-000295,V01238,2025-06-27,SAR,259013.46,38852.02,297865.48,ضبط الجودة,1942812767,SA4688430986557758692737
INV-2026-000296,V00148,2025-06-06,SAR,737335.7,110600.35,847936.05,تقنية المعلومات,1133318707,SA2793173686167801754772
INV-2026-000297,V00965,2025-08-06,SAR,492417.35,73862.6,566279.95,الموارد البشرية,1543541997,SA8177301396078997071349
INV-2026-000298,V00537,2025-12-02,SAR,838554.28,125783.14,964337.42,الاتصال المؤسسي,1384067433,SA9832512393259686582628
INV-2026-000299,V01415,2025-03-02,SAR,720899.83,108134.97,829034.8,التدقيق الداخلي,1738590635,SA5351054405749752482532
INV-2026-000300,V00271,2025-06-21,SAR,826655.03,123998.25,950653.28,الموارد البشرية,1335426795,SA5452314405488188688633
INV-2026-000301,V00871,2026-03-11,SAR,423757.27,63563.59,487320.86,التشغيل,1594082156,SA6473233918197254521371
INV-2026-000302,V00484,2025-08-18,SAR,935054.65,140258.2,1075312.85,المالية,1370681403,SA2408703128691310598825
INV-2026-000303,V00772,2025-08-28,SAR,81801.25,12270.19,94071.44,تقنية المعلومات,1101090189,SA6124226956933129876390
INV-2026-000304,V00476,2026-02-05,SAR,719640.15,107946.02,827586.17,الموارد البشرية,1964764672,SA1936059328422003944305
INV-2026-000305,V00085,2025-10-13,SAR,110806.82,16621.02,127427.84,التدقيق الداخلي,1134081965,SA0558513352631045839397
INV-2026-000306,V01085,2026-04-11,SAR,592516.35,88877.45,681393.8,ضبط الجودة,1963726136,SA7939295841304886372953
INV-2026-000307,V00138,2025-10-27,SAR,9182.76,1377.41,10560.17,التخطيط والتطوير,1215945450,SA3165838766281163443095
INV-2026-000308,V01128,2025-05-26,SAR,489768.28,73465.24,563233.52,التشغيل,1860050416,SA8715379745932089635704
INV-2026-000309,V01252,2025-06-19,SAR,134555.15,20183.27,154738.42,التدقيق الداخلي,1477125338,SA2051836954607685579995
INV-2026-000310,V00139,2026-06-10,SAR,585224.2,87783.63,673007.83,التدقيق الداخلي,1678852847,SA5714028674104266288820
INV-2026-000311,V01050,2026-04-22,SAR,440358.0,66053.7,506411.7,الموارد البشرية,1944344199,SA6265064493204160088741
INV-2026-000312,V00416,2025-08-12,SAR,826408.33,123961.25,950369.58,المالية,1849388416,SA0639255457077281915669
INV-2026-000313,V00696,2025-05-15,SAR,634753.96,95213.09,729967.05,ضبط الجودة,1445890583,SA3061543289418508689042
INV-2026-000314,V01234,2025-11-20,SAR,480260.47,72039.07,552299.54,المشتريات,1165151661,SA2053666581590289942531
INV-2026-000315,V00540,2025-09-11,SAR,245915.69,36887.35,282803.04,التخطيط والتطوير,1602488395,SA5351470041625701922456
INV-2026-000316,V01358,2026-01-12,SAR,86799.0,13019.85,99818.85,إدارة المعرفة,1322289222,SA5718645529945030509664
INV-2026-000317,V01079,2026-03-20,SAR,248410.77,37261.62,285672.39,المالية,1992023992,SA5483155499738798515046
INV-2026-000318,V01469,2025-12-09,SAR,527486.71,79123.01,606609.72,التخطيط والتطوير,1862237656,SA5432137835386283042528
INV-2026-000319,V01215,2025-02-12,SAR,477155.14,71573.27,548728.41,التخطيط والتطوير,1995893334,SA2960581059365148187728
INV-2026-000320,V00494,2026-06-15,SAR,382803.72,57420.56,440224.28,إدارة المخاطر,1420509430,SA9659581983505736813519
INV-2026-000321,V00787,2025-08-11,SAR,837259.27,125588.89,962848.16,الاتصال المؤسسي,1785535434,SA2599790582105792120050
INV-2026-000322,V00877,2026-02-22,SAR,36600.91,5490.14,42091.05,الاتصال المؤسسي,1055312647,SA1341131927869642473546
INV-2026-000323,V00666,2025-07-09,SAR,407690.9,61153.64,468844.54,الاتصال المؤسسي,1688616745,SA0496371090475962405000
INV-2026-000324,V00340,2025-01-06,SAR,936929.71,140539.46,1077469.17,التشغيل,1857513152,SA4930717577923784315583
INV-2026-000325,V00593,2026-01-16,SAR,472539.37,70880.91,543420.28,الشؤون القانونية,1867504001,SA6100641541914495088866
INV-2026-000326,V00127,2025-07-05,SAR,877067.27,131560.09,1008627.36,التخطيط والتطوير,1918689058,SA3746596296847552490061
INV-2026-000327,V00023,2025-10-17,SAR,290354.66,43553.2,333907.86,التدقيق الداخلي,1559384308,SA2868810549219765952230
INV-2026-000328,V00529,2025-04-11,SAR,662539.1,99380.86,761919.96,الخدمات المساندة,1134250917,SA8586329169119499247527
INV-2026-000329,V01461,2025-12-04,SAR,407936.14,61190.42,469126.56,إدارة المعرفة,1193091905,SA3498175194259740817097
INV-2026-000330,V00862,2026-03-27,SAR,768495.73,115274.36,883770.09,التدقيق الداخلي,1559664808,SA7182107783048353503732
INV-2026-000331,V00615,2025-11-13,SAR,499928.96,74989.34,574918.3,الخدمات المساندة,1729374551,SA4929216615493202824394
INV-2026-000332,V01249,2025-01-04,SAR,81160.34,12174.05,93334.39,ضبط الجودة,1172569467,SA0639615589775021254290
INV-2026-000333,V01264,2025-07-30,SAR,824170.75,123625.61,947796.36,إدارة المخاطر,1458375589,SA6183412398397425314536
INV-2026-000334,V00525,2025-02-16,SAR,526775.34,79016.3,605791.64,الاتصال المؤسسي,1722040688,SA2435100346812506701221
INV-2026-000335,V01040,2025-02-23,SAR,44189.38,6628.41,50817.79,المشتريات,1704418522,SA6027754534226017630010
INV-2026-000336,V00304,2025-09-12,SAR,485510.2,72826.53,558336.73,ضبط الجودة,1199766575,SA9570733350453356364202
INV-2026-000337,V00546,2026-01-05,SAR,786534.79,117980.22,904515.01,ضبط الجودة,1387767088,SA3328927521078458198909
INV-2026-000338,V00288,2025-05-01,SAR,596576.37,89486.46,686062.83,الموارد البشرية,1080598582,SA5136123148460256889055
INV-2026-000339,V00295,2025-12-11,SAR,780728.7,117109.3,897838.0,المشتريات,1248927491,SA8628018452509626103034
INV-2026-000340,V01167,2025-10-30,SAR,431651.71,64747.76,496399.47,إدارة المعرفة,1431381449,SA2401360827755563227643
INV-2026-000341,V00192,2025-08-06,SAR,229861.53,34479.23,264340.76,الشؤون القانونية,1176353397,SA8701029372130077328790
INV-2026-000342,V00059,2026-06-11,SAR,887746.77,133162.02,1020908.79,المالية,1997598436,SA7955278459438245921155
INV-2026-000343,V00063,2025-03-22,SAR,743647.96,111547.19,855195.15,التخطيط والتطوير,1786029411,SA9392987860131788848046
INV-2026-000344,V00242,2025-09-24,SAR,934120.6,140118.09,1074238.69,التدقيق الداخلي,1860791670,SA5583858357858420826322
INV-2026-000345,V01257,2025-07-14,SAR,899833.48,134975.02,1034808.5,الشؤون القانونية,1397071653,SA3793519598651582798257
INV-2026-000346,V01081,2026-06-04,SAR,912019.3,136802.89,1048822.19,,1081099168,SA2579799170423795939433
INV-2026-000347,V01391,2025-03-10,SAR,563623.82,84543.57,648167.39,إدارة المعرفة,1238986796,SA3816115396640950530579
INV-2026-000348,V00782,2025-06-11,SAR,12437.25,1865.59,14302.84,الشؤون القانونية,1156894014,SA4257206563614448510033
INV-2026-000349,V00123,2025-09-04,SAR,125599.97,18840.0,144439.97,التدقيق الداخلي,1709209959,SA7135140627813405388167
INV-2026-000350,V01093,2026-01-29,SAR,370132.09,55519.81,425651.9,إدارة المعرفة,1851519312,SA4194697393935239408546
